Date,Open,High,Low,Close,Adj Close,Volume
1989-10-04,2.46875,2.546875,2.4375,2.5,1.6505519151687622,20636000
1989-10-05,2.515625,2.625,2.5,2.578125,1.7021311521530151,6453600
1989-10-06,2.59375,2.625,2.546875,2.546875,1.6815001964569092,2755200
1989-10-09,2.546875,2.546875,2.5,2.546875,1.6815001964569092,1084000
1989-10-10,2.5625,2.5625,2.5,2.53125,1.6711840629577637,1493600
1989-10-11,2.5,2.515625,2.46875,2.515625,1.6608682870864868,1260000
1989-10-12,2.515625,2.546875,2.515625,2.53125,1.6711840629577637,602400
1989-10-13,2.53125,2.53125,2.46875,2.484375,1.6402359008789062,3970400
1989-10-16,2.375,2.46875,2.375,2.46875,1.6299208402633667,3924800
1989-10-17,2.4375,2.5,2.4375,2.5,1.6505519151687622,1843200
1989-10-18,2.5,2.5625,2.484375,2.546875,1.6815001964569092,1128000
1989-10-19,2.53125,2.546875,2.53125,2.546875,1.6815001964569092,1040000
1989-10-20,2.53125,2.53125,2.515625,2.53125,1.6711840629577637,237600
1989-10-23,2.546875,2.5625,2.546875,2.546875,1.6815001964569092,87200
1989-10-24,2.546875,2.5625,2.53125,2.5625,1.6918165683746338,689600
1989-10-25,2.546875,2.578125,2.515625,2.546875,1.6815001964569092,608000
1989-10-26,2.546875,2.5625,2.546875,2.546875,1.6815001964569092,228800
1989-10-27,2.546875,2.546875,2.5,2.515625,1.6608682870864868,456000
1989-10-30,2.515625,2.515625,2.5,2.5,1.6505519151687622,250400
1989-10-31,2.5,2.515625,2.5,2.5,1.6505519151687622,424800
1989-11-01,2.515625,2.5625,2.515625,2.5625,1.6918165683746338,715200
1989-11-02,2.59375,2.640625,2.59375,2.640625,1.7433964014053345,130400
1989-11-03,2.625,2.75,2.625,2.734375,1.8052927255630493,1118400
1989-11-06,2.71875,2.71875,2.578125,2.578125,1.7021311521530151,264800
1989-11-07,2.546875,2.6875,2.5,2.6875,1.7743433713912964,727200
1989-11-08,2.6875,2.71875,2.671875,2.71875,1.7949755191802979,236800
1989-11-09,2.71875,2.71875,2.6875,2.6875,1.7743433713912964,60800
1989-11-10,2.6875,2.6875,2.546875,2.5625,1.6918165683746338,210400
1989-11-13,2.5625,2.5625,2.515625,2.546875,1.6815001964569092,92800
1989-11-14,2.578125,2.578125,2.484375,2.53125,1.6711840629577637,428000
1989-11-15,2.546875,2.578125,2.53125,2.5625,1.6918165683746338,176000
1989-11-16,2.546875,2.59375,2.546875,2.59375,1.7124487161636353,301600
1989-11-17,2.59375,2.640625,2.59375,2.640625,1.7433964014053345,249600
1989-11-20,2.65625,2.65625,2.609375,2.609375,1.7227641344070435,43200
1989-11-21,2.59375,2.671875,2.59375,2.671875,1.764027714729309,108800
1989-11-22,2.6875,2.75,2.6875,2.75,1.8156076669692993,255200
1989-11-24,2.78125,2.953125,2.78125,2.921875,1.9290822744369507,572000
1989-11-27,2.90625,2.9375,2.859375,2.875,1.8981355428695679,253600
1989-11-28,2.875,2.875,2.828125,2.828125,1.8671880960464478,560000
1989-11-29,2.8125,2.8125,2.78125,2.796875,1.8465553522109985,60800
1989-11-30,2.8125,2.90625,2.8125,2.890625,1.9084508419036865,712800
1989-12-01,2.890625,2.953125,2.890625,2.90625,1.918766736984253,356800
1989-12-04,2.9375,2.984375,2.875,2.984375,1.97034752368927,172000
1989-12-05,2.953125,2.984375,2.90625,2.90625,1.918766736984253,93600
1989-12-06,2.90625,3.0,2.90625,2.984375,1.97034752368927,668800
1989-12-07,2.984375,2.984375,2.921875,2.953125,1.9497156143188477,215200
1989-12-08,2.921875,2.953125,2.921875,2.953125,1.9497156143188477,122400
1989-12-11,2.96875,3.03125,2.9375,3.0,1.9806643724441528,306400
1989-12-12,3.015625,3.03125,2.984375,3.015625,1.9909785985946655,1119200
1989-12-13,3.0,3.15625,2.984375,3.15625,2.083822727203369,400000
1989-12-14,3.125,3.140625,3.109375,3.125,2.0631909370422363,391200
1989-12-15,3.140625,3.140625,3.09375,3.109375,2.0528740882873535,155200
